1,test_polygons,Polygon,0103000020E61000000100000009000000BFFFFF6F43A152C0C8010023EF004440DBFFFF4F81A152C0A05D64F144004440DBFFFF6F70A152C0A475C7FDE3FF4340DD2EFF27D7A052C050C83B3AF5FF4340159D40E98BA052C0A4C0029CECFF4340109D40C168A052C00CD31F0654004440CAB140A980A052C04C4FFC71F3004440CCB14069A2A052C0EC9C6A8602014440BFFFFF6F43A152C0C8010023EF004440
2,Residence,Polygon,0103000020E61000000100000005000000EC6011D0323E5E40C8FAD8889E4A2D40247A42BF323E5E40A0D27808924A2D408C55B308343E5E4060166086914A2D40C4C05605343E5E40380AD46E9E4A2D40EC6011D0323E5E40C8FAD8889E4A2D40
3,residence2,Polygon,0103000020E61000000100000005000000D4627446FA3D5E4068680BF4944C2D402470679DFA3D5E40F018B9A68B4C2D40D8DE9771FC3D5E4060B6CDCE904C2D404C95F413FC3D5E40089F3D029A4C2D40D4627446FA3D5E4068680BF4944C2D40
4,residence3,Polygon,0103000020E610000001000000050000005CC2AF4FF83D5E40883C7B25C64C2D40D8362E12F93D5E40C85858F8B84C2D40804F5656FA3D5E40F00E4F6FBD4C2D40684FDCB7F93D5E40305C52B8CA4C2D405CC2AF4FF83D5E40883C7B25C64C2D40
5,residence4,Polygon,0103000020E61000000100000005000000EC04F2EBFF3D5E4090098347954B2D407C4CE0CBFF3D5E40C01288DE8E4B2D40587C41DAFF3D5E40E02D25188A4B2D40C83C0CE2003E5E40D01F8EE4894B2D40EC04F2EBFF3D5E4090098347954B2D40
6,point,Point,0101000020E6100000E089DE34FC3D5E4048853F4BF54B2D40
7,residence5,Polygon,0103000020E61000000100000005000000988110A1FB3D5E4020B9ECCC724C2D40184B7F26FC3D5E40A8E3B54D604C2D402881470DFE3D5E401080BBCB634C2D40F8DB8470FD3D5E40907E0B53764C2D40988110A1FB3D5E4020B9ECCC724C2D40
